avg_response_time,average_time_from_auction_last_bet,avg_bid_per_auction,stddev_bid_per_auction,tot_num_of_bids,avg_phone_per_auction,stddev_phone_per_auction,tot_phones_used,avg_country_per_auction,stddev_country_per_auction,tot_country_used,avg_url_per_auction,tot_url_used,auction_participated,avg_bids_in_participated_auctions,stddev_bids_in_participated_auctions,avg_ratio_poitions,stddev_ratio_poitions,jewelry,furniture,home_goods,mobile,sporting_goods,office_equipment,computers,books_and_music,clothing,auto_parts,outcome
10450742240.1282,4477469635627.54,2.1667,1.7717,39,1.6111,0.951,29,1,0,18,1.4444,26,18,1301.5128,861.1274,0.5685866633,0.2395190868,0,0,1,0,0,0,0,0,0,0,0
2335996240.5893,3962512956498.75,27.0345,116.0848,784,3.2069,6.7995,93,1.4828,0.9692,43,1.2414,36,29,444304.3495,196340.214,0.6766606221,0.2087082491,0,0,0,1,0,0,0,0,0,0,1
1631578948,64133157894737,1,0,1,1,0,1,1,0,1,1,1,1,2026,0,0.60069102,0,0,0,1,0,0,0,0,0,0,0,0
6421052632,65927947368421,1,0,1,1,0,1,1,0,1,1,1,1,8797,0,0.32658861,0,0,0,0,1,0,0,0,0,0,0,0
2947368421,10937736842106,1,0,1,1,0,1,1,0,1,1,1,1,965,0,0.1253886,0,1,0,0,0,0,0,0,0,0,0,0
85526315.75,6987019736842,8,0,8,5,0,5,4,0,4,3,3,1,208926,0,0.45037597,0,0,0,0,1,0,0,0,0,0,0,0
536288072699.735,2745546581972.17,25.7778,15.4232,696,1,0,27,1,0,27,1.8889,51,27,127.6494,130.8293,0.6089355696,0.1088030853,0,0,0,0,1,0,0,0,0,0,1
31572199730,27351896086370,1.3448,1.0264,39,1.3103,0.9136,38,1.1034,0.4021,32,1.2759,37,29,22893.2564,26864.3085,0.5085186693,0.2743505264,0,0,0,1,0,0,0,0,0,0,0
8840331164.9663,30700641632170.3,1.5085,1.1843,89,1.3898,0.8029,82,1,0,59,1.2373,73,59,7408.8427,9847.2215,0.4851143437,0.2519276255,0,0,0,0,1,0,0,0,0,0,0
21065789473.75,5282684210526.25,1.3333,0.4714,4,1,0,3,1,0,3,1.3333,4,3,517,204.1801,0.5659715133,0.0168758643,0,0,0,1,0,0,0,0,0,0,0
11062315789.4613,60389964773044.1,5.8154,34.7916,378,2.1692,7.0177,141,1.1538,1.0112,75,4.4308,288,65,405519.7778,229183.7354,0.5761356215,0.2373605872,0,0,0,0,1,0,0,0,0,0,1
4671945350.115,22855779847849.6,6.6471,16.9715,339,3.3922,6.583,173,1.0392,0.2773,53,5.1176,261,51,10901.4484,12886.5767,0.5426036186,0.2585035385,0,0,0,0,0,1,0,0,0,0,0
185595567.8421,74020390581717.8,4.75,6.4952,19,3.25,3.8971,13,1.5,0.866,6,3,12,4,456093.2632,187658.4555,0.134665705,0.0603413694,1,0,0,0,0,0,0,0,0,0,0
7181578947.4,19548218045112.7,1.3125,0.6818,21,1.0625,0.2421,17,1,0,16,1.0625,17,16,27020.1429,114119.4539,0.4008992144,0.2455644871,1,0,0,0,0,0,0,0,0,0,0
1048849492151.53,19986665192392.7,2.2453,3.721,119,1.8113,1.7704,96,1,0,53,1,53,53,1415.2353,1569.9099,0.4191083536,0.2970212629,0,0,1,0,0,0,0,0,0,0,0
36346491228.0625,6822541666666.4,4.3636,10.0116,48,3.1818,6.5895,35,1.5455,1.7249,17,1.7273,19,11,157300.6875,89423.2061,0.5201263091,0.2770715862,0,0,0,0,0,1,0,0,0,0,0
203452409760.027,39224009450560.6,8.6529,13.9466,1047,5.9504,7.8254,720,1,0,121,6.0331,730,121,1159.618,2568.8467,0.393197213,0.2028262959,1,0,0,0,0,0,0,0,0,0,1
447368420.5,3272368421052.5,2,0,2,2,0,2,1,0,1,2,2,1,25027,0,0.6956487,0,0,0,0,1,0,0,0,0,0,0,0
1325536062.2593,48517978557505.2,3,3.0912,27,1.5556,0.9558,14,1.7778,1.0304,16,1.2222,11,9,115032.3333,201400.368,0.5365032678,0.1884401265,0,0,0,1,0,0,0,0,0,0,0
92105263.25,9378881578947,4,0,4,4,0,4,1,0,1,4,4,1,208926,0,0.30008113,0,0,0,0,0,1,0,0,0,0,0,0
2605263157.5,37836289473684.5,1,0,2,1,0,2,1,0,2,1,2,2,11103.5,10205.5,0.186592165,0.100712955,0,0,0,0,0,0,0,1,0,0,0
13768312533.8557,6079690179055.94,4.85,7.2751,97,1.1,0.3,22,1,0,20,1.5,30,20,1410.8247,1188.9976,0.6877118755,0.2287701685,0,0,0,1,0,0,0,0,0,0,0
140403508772,6250052631579.33,1,0,3,1,0,3,1,0,3,1,3,3,4468.6667,5901.4677,0.3839293,0.1448453244,1,0,0,0,0,0,0,0,0,0,0
8366669099.9376,8771915103292.34,48.0667,76.0118,721,8.3333,10.4732,125,1,0,15,37.8667,568,15,663.1123,271.6002,0.6325438947,0.1954955528,0,0,0,0,1,0,0,0,0,0,0
14774671052.7188,6828412828947.25,1.5238,1.0519,32,1.3333,0.8357,28,1,0,21,1.381,29,21,8716.2188,10018.9793,0.4066289052,0.2135926805,0,0,0,1,0,0,0,0,0,0,0
75158730158.6349,26300179615706,2.1724,2.3055,63,2,2.1173,58,1,0,29,1.6207,47,29,1966.254,1975.9935,0.3660423559,0.2409001723,1,0,0,0,0,0,0,0,0,0,0
0,9838000000000,1,0,1,1,0,1,1,0,1,1,1,1,3544,0,0.16901806,0,0,0,0,0,0,1,0,0,0,0,0
3726315789.2,45473789473684.2,1,0,5,1,0,5,1,0,5,1,5,5,8099.6,6450.884,0.427570768,0.2838401193,0,0,0,0,1,0,0,0,0,0,0
3910931174.1538,4925603238866.46,1.0833,0.2764,13,1,0,12,1,0,12,1,12,12,12459.3077,20679.6983,0.6124803292,0.2361473192,0,0,0,1,0,0,0,0,0,0,0
0,73354631578948,1,0,1,1,0,1,1,0,1,1,1,1,537347,0,0.133411,0,0,0,0,1,0,0,0,0,0,0,0
0,27139596491228.7,3,0,3,2,0,2,3,0,3,2,2,1,537347,0,0.60860611,0,1,0,0,0,0,0,0,0,0,0,0
9447368421.125,5019569078947.13,1.3333,0.8498,16,1.3333,0.8498,16,1,0,12,1.25,15,12,16803,13013.5949,0.5694238625,0.2714958346,1,0,0,0,0,0,0,0,0,0,0
26315789.5,66393894736842.5,1,0,2,1,0,2,1,0,2,1,2,2,276700.5,260646.5,0.245898595,0.017649435,0,0,0,0,1,0,0,0,0,0,0
763157895,9712447368421,1,0,2,1,0,2,1,0,2,1,2,2,8935,441,0.27562124,0.21275333,1,0,0,0,0,0,0,0,0,0,0
1868421052.8333,8399122807017.33,1.2,0.4,6,1.2,0.4,6,1,0,5,1,5,5,11823.5,8832.7454,0.3846846,0.1729544284,0,0,0,1,0,0,0,0,0,0,0
20885448916.3937,5889134727337.47,2.7688,8.2213,443,2.2438,5.4023,359,1.1875,1.3143,190,2.1688,347,160,55082.0429,83166.2473,0.5316190594,0.2618371705,0,0,1,0,0,0,0,0,0,0,0
22343255680.1907,4737586199977.02,10.994,44.1991,1836,4.3473,10.409,726,1.1976,0.9742,200,4.9341,824,167,4317.2064,5592.047,0.4201595674,0.198837049,0,0,1,0,0,0,0,0,0,0,0
120508270676.657,36696723684210.5,1.44,0.6974,36,1,0,25,1,0,25,1,25,25,1871.6111,5057.6533,0.4847336776,0.2721720914,0,0,0,1,0,0,0,0,0,0,0
4052631579,67647105263158,1,0,1,1,0,1,1,0,1,1,1,1,187,0,0.68983957,0,0,0,1,0,0,0,0,0,0,0,0
663157894.7,5983889473684.5,1.6667,0.7454,10,1.3333,0.7454,8,1.1667,0.3727,7,1.3333,8,6,32166.1,59043.4031,0.5683142767,0.2555212241,1,0,0,0,0,0,0,0,0,0,0
280510269576.394,24229644100169.8,1.6104,1.4563,248,1.4026,0.9771,216,1.0909,0.4166,168,1.4416,222,154,11174.871,38433.5635,0.4429454378,0.2657371664,0,0,0,0,1,0,0,0,0,0,0
12106206023.0832,6225912889538.37,22.1657,59.0863,3746,11.7515,26.687,1986,2.5089,5.6538,424,13.3491,2256,169,20881.5545,51805.3733,0.4886649661,0.2219124624,0,0,0,1,0,0,0,0,0,0,1
16894736842,12033421052632,1,0,1,1,0,1,1,0,1,1,1,1,1751,0,0.08623644,0,0,0,0,1,0,0,0,0,0,0,0
3176868421052.5,28495157894737,1,0,2,1,0,2,1,0,2,1,2,2,29,12,0.38091822,0.20444763,0,0,0,0,0,0,0,1,0,0,0
0,64199578947369,1,0,1,1,0,1,1,0,1,1,1,1,537347,0,0.46611221,0,0,0,0,1,0,0,0,0,0,0,0
6742690058.5556,7247608187134.33,1.8,0.9798,9,1.6,0.8,8,1,0,5,1.6,8,5,2129,1104.0261,0.32412665,0.3006746221,0,0,0,0,1,0,0,0,0,0,0
12472065773.2891,8802028937657.7,42.7895,46.5048,813,1.5263,0.4993,29,1,0,19,40.3158,766,19,435.7835,247.2838,0.3745610742,0.1401919938,0,0,0,0,1,0,0,0,0,0,1
10517324042.9612,5653508269493.48,16.9016,82.8406,6355,7.3803,15.386,2775,1.2181,1.3762,458,6.0479,2274,376,11714.6112,11221.6964,0.5074193041,0.2192416321,1,0,0,0,0,0,0,0,0,0,0
23154135338.2143,7400436090225.36,1.0769,0.2665,14,1.0769,0.2665,14,1,0,13,1.0769,14,13,6645.9286,10189.2913,0.4157498477,0.1467948123,1,0,0,0,0,0,0,0,0,0,0
23473684210.6,27241663157895,1.25,0.433,5,1.25,0.433,5,1,0,4,1.25,5,4,218438.2,260448.5022,0.7244240975,0.2229121841,1,0,0,0,0,0,0,0,0,0,0
50506265664.0476,33816719298245.7,2.2105,1.5417,42,1.7368,1.0683,33,1,0,19,1.6316,31,19,1275.9048,1143.3435,0.4996219153,0.3023561264,0,0,0,0,0,0,1,0,0,0,0
1414473684.125,19471782894737,1,0,8,1,0,8,1,0,8,1,8,8,25498.875,25430.7036,0.621304075,0.2054231945,0,0,0,0,1,0,0,0,0,0,0
8131578947.25,52241921052631.7,1,0,4,1,0,4,1,0,4,1,4,4,21774.5,30201.2019,0.34973244,0.2121606869,0,0,0,1,0,0,0,0,0,0,0
2550084889.7097,5985801358234.26,1.8235,1.1998,31,1.5294,0.6056,26,1.1176,0.3222,19,1.2941,22,17,47958.8387,79106.6338,0.5402886935,0.2018792578,0,0,0,0,0,1,0,0,0,0,0
6409173403.7179,35819021861079.3,4.3108,27.3814,638,2.5338,9.8113,375,1.3041,2.1861,193,2.8716,425,148,286168.9248,264194.0227,0.4819157871,0.2609552702,0,0,0,1,0,0,0,0,0,0,0
89894736842,28529389473684.2,1,0,5,1,0,5,1,0,5,1,5,5,10541.2,10830.1423,0.58745158,0.3547136955,0,0,0,0,0,1,0,0,0,0,0
300309597.5294,6230464396284.82,1.3077,0.6057,17,1.2308,0.5756,16,1,0,13,1.0769,14,13,14503.8235,9143.8892,0.5617279485,0.3063544829,0,0,0,1,0,0,0,0,0,0,0
37679570219.1784,35605142646206.8,17.6574,170.7598,3814,4.7731,17.2143,1031,1.1991,2.251,259,8.4676,1829,216,356256.2244,252002.5983,0.4756506272,0.2364277051,0,0,1,0,0,0,0,0,0,0,0
21058816791.6931,9881387087567.15,32.9286,66.7506,922,13.4286,17.8454,376,1.0357,0.1856,29,1,28,28,2427.6898,1427.645,0.3984706057,0.2628788024,0,0,0,0,1,0,0,0,0,0,0
2789473684,13158105263158,1,0,1,1,0,1,1,0,1,1,1,1,60626,0,0.44052057,0,1,0,0,0,0,0,0,0,0,0,0
65962213225.3333,12012164642375.4,2.7857,2.5122,78,1.8929,1.5199,53,1,0,28,1.25,35,28,5172.9615,7565.798,0.5269224232,0.244637424,0,0,0,1,0,0,0,0,0,0,0
236842105,5927789473684.5,1,0,2,1,0,2,1,0,2,1,2,2,5356.5,4019.5,0.42255027,0.03062806,0,0,0,0,1,0,0,0,0,0,0
52631579,8810842105263,1,0,1,1,0,1,1,0,1,1,1,1,208926,0,0.35280434,0,0,0,0,1,0,0,0,0,0,0,0
70175438.6667,49942000000000.3,3,0,3,1,0,1,1,0,1,1,1,1,537347,0,0.36686412,0,1,0,0,0,0,0,0,0,0,0,0
92413366072.3813,5421326368421.13,4.065,8.7969,1000,3.8618,7.3577,950,1.0285,0.2095,253,3.8659,951,246,4524.72,8232.5892,0.5378666695,0.2302715518,0,0,0,1,0,0,0,0,0,0,0
9493470518.4474,23027191135734,2.128,1.7708,266,1.784,1.3302,223,1,0,125,1.776,222,125,4618.5489,5776.2639,0.5158739146,0.2454826189,0,0,0,1,0,0,0,0,0,0,0
213442564745.214,35075424782428.5,5.7727,8.0534,254,4.4545,4.9656,196,1,0,44,1.3636,60,44,6426.4252,34107.0022,0.5702145777,0.2477100998,0,0,0,0,1,0,0,0,0,0,0
1778947368.4,44338526315789.6,1.6667,0.4714,5,1.3333,0.4714,4,1,0,3,1.6667,5,3,6542.8,3969.9165,0.3918191033,0.2004373507,0,0,0,0,0,1,0,0,0,0,0
9490564933.7368,38688219074866,30.2493,497.9717,10799,4.6667,32.108,1666,1.6471,3.9092,588,7.2353,2583,357,470092.6143,176197.1403,0.505546369,0.235187701,1,0,0,0,0,0,0,0,0,0,0
1543859649.3333,67337719298245.3,1.5,0.5,3,1,0,2,1,0,2,1.5,3,2,14306.6667,4216.242,0.188040875,0.012705305,1,0,0,0,0,0,0,0,0,0,0
13311815574.973,49387356256206.5,17.8015,46.3802,2332,7.5878,13.4708,994,1.3588,0.8743,178,12.2901,1610,131,6967.5202,5474.6533,0.3648262343,0.2419877035,0,0,0,1,0,0,0,0,0,0,0
9763157894.8,5041389473684,1.1111,0.3143,10,1.1111,0.3143,10,1.1111,0.3143,10,1.1111,10,9,7692.1,7836.823,0.5215804911,0.3121846978,0,0,1,0,0,0,0,0,0,0,0
178894736842.444,4043784210526.1,2,1.5492,10,1.8,1.6,9,1,0,5,1.6,8,5,151.6,228.4282,0.611795778,0.1723392357,0,0,0,0,0,0,1,0,0,0,0
105506482355.985,5936399207152.52,4.274,6.6811,624,3.0479,4.2302,445,1.2192,0.9326,178,3.6918,539,146,6577.0609,8624.3202,0.5064496391,0.2512928984,0,0,1,0,0,0,0,0,0,0,0
15982456140.3333,5627859649122.67,1,0,3,1,0,3,1,0,3,1,3,3,417.6667,292.354,0.2907297033,0.3436606816,0,0,0,0,1,0,0,0,0,0,0
21222222222.3333,7252830409356.44,1,0,9,1,0,9,1,0,9,1,9,9,1222.5556,622.7436,0.4051264389,0.1371529406,0,0,0,0,1,0,0,0,0,0,0
2105263158,8212157894737,1,0,1,1,0,1,1,0,1,1,1,1,1310,0,0.25343511,0,0,0,0,1,0,0,0,0,0,0,0
4759868421.0313,6514583881579,1.6,1.0677,32,1.5,0.922,30,1,0,20,1.3,26,20,12747.5313,10378.7406,0.4818853965,0.2333782647,0,0,1,0,0,0,0,0,0,0,0
315789474,12108526315789,1,0,1,1,0,1,1,0,1,1,1,1,208926,0,0.10235203,0,0,0,0,1,0,0,0,0,0,0,0
5048780487.813,5874681643132.03,3.8438,12.642,123,2.2188,5.3894,71,1.3125,1.4238,42,2.7188,87,32,128663.5366,98847.4824,0.4946096422,0.2427413798,0,0,0,0,1,0,0,0,0,0,0
11180451127.8188,31560274835972.3,10.0068,98.4599,2952,4.0271,14.4745,1188,1.0915,1.1768,322,3.6441,1075,295,309368.2381,264753.9544,0.4698123502,0.2289160579,0,0,0,1,0,0,0,0,0,0,0
23997449571.0925,44340290748898.7,20.6364,21.9432,227,9.0909,8.1291,100,1.8182,1.1134,20,1.5455,17,11,42547.3656,30012.3928,0.6086895745,0.2349895233,0,0,0,0,1,0,0,0,0,0,0
1157894737,60700368421053,1,0,1,1,0,1,1,0,1,1,1,1,16054,0,0.34527221,0,0,0,0,1,0,0,0,0,0,0,0
8876082611.557,4978853947368.51,2.6667,1.8499,80,2.0667,1.3646,62,1.0333,0.1795,31,1.9333,58,30,2553.625,6050.413,0.4318819623,0.2181320832,1,0,0,0,0,0,0,0,0,0,0
11444582043.3294,23318261300309.6,1.6346,1.0566,85,1.2885,0.4937,67,1,0,52,1.5192,79,52,4847.2235,3747.5832,0.553658535,0.2159982513,1,0,0,0,0,0,0,0,0,0,0
210526315.5,546842105263,2,0,2,2,0,2,1,0,1,2,2,1,74020,0,0.96687382,0,0,0,0,1,0,0,0,0,0,0,0
78947368,5903736842105,2,0,2,2,0,2,1,0,1,1,1,1,208926,0,0.51651542,0,1,0,0,0,0,0,0,0,0,0,0
73076932813.0044,37735278495640.2,11.1333,33.5009,2505,3.7422,9.0556,842,1.3733,1.69,309,4.64,1044,225,19340.9617,24353.2659,0.4718367898,0.2418154579,0,0,1,0,0,0,0,0,0,0,1
4789473684,616000000000,1,0,4,1,0,4,1,0,4,1,4,4,5145.25,2862.8005,0.7946110925,0.0960717485,0,0,0,0,0,1,0,0,0,0,0
4286549707.6667,6662269005847.78,1.125,0.3307,9,1,0,8,1,0,8,1.125,9,8,6949.7778,7754.7799,0.5451470388,0.2631344612,0,0,0,1,0,0,0,0,0,0,0
46512459371.6111,3761284997433.93,16.7818,19.1128,923,13.8364,14.0088,761,1,0,55,1,55,55,485.5677,551.3581,0.5241913793,0.2411745194,0,0,0,0,1,0,0,0,0,0,1
2939094460.9738,5763270742358.11,4.4038,5.5687,229,3.0577,3.1769,159,1,0,52,3.2885,171,52,13838.1354,10146.3674,0.5042230358,0.2055706077,0,0,0,0,1,0,0,0,0,0,0
157894737,8250263157895,1,0,1,1,0,1,1,0,1,1,1,1,537347,0,0.67548902,0,0,0,1,0,0,0,0,0,0,0,0
109114035087.656,6425286292654.82,1.9783,1.9725,91,1.6739,1.5044,77,1,0,46,1.1739,54,46,1272.7582,1569.7739,0.4778522285,0.2661689056,0,0,0,0,0,0,0,1,0,0,0
43062201,61139775119617.8,11,0,11,9,0,9,4,0,4,2,2,1,537347,0,0.25013547,0,1,0,0,0,0,0,0,0,0,0,0
485888634.5942,35204137299771.6,7.6667,18.5053,69,4.7778,10.6852,43,2.2222,3.457,20,3.7778,34,9,468352.971,178153.5527,0.5875808978,0.2814066343,0,0,0,1,0,0,0,0,0,0,0
5578947368.5,5540842105263,1,0,2,1,0,2,1,0,2,1,2,2,2611.5,1452.5,0.55079842,0.29885709,1,0,0,0,0,0,0,0,0,0,0
629140153755.157,19307953730480.1,1.2466,0.6364,91,1.1781,0.5323,86,1.0685,0.302,78,1.1644,85,73,9824.3407,18187.4837,0.6237341025,0.2861751306,0,0,0,1,0,0,0,0,0,0,0
33050180598.5576,6565472784525.4,4.9636,9.9532,819,3.6121,6.0619,596,1.1455,0.7406,189,2.9939,494,165,6436.8486,9847.6843,0.4588731285,0.2204821114,0,0,0,1,0,0,0,0,0,0,0
26661403508.9,19967070175438.6,1.5,1.1619,30,1.35,1.1079,27,1,0,20,1.5,30,20,2277.3333,5699.5955,0.5162242825,0.2428047532,0,0,0,0,0,0,1,0,0,0,0
137496644808.519,21780984357414,4.5155,9.9973,2759,3.2766,5.1016,2002,1.1129,0.9853,680,4.0638,2483,611,12704.5361,22404.56,0.5436708935,0.2520931841,0,0,0,0,1,0,0,0,0,0,0
298245614,10124315789473.7,1.5,0.5,3,1,0,2,1.5,0.5,3,1.5,3,2,24786,1281.2775,0.23010839,0.02613869,0,0,0,1,0,0,0,0,0,0,0
52631579,5986421052631,1,0,1,1,0,1,1,0,1,1,1,1,6819,0,0.54289485,0,0,0,0,0,0,1,0,0,0,0,0
14184210526,2946105263158,1,0,2,1,0,2,1,0,2,1,2,2,2202.5,209.5,0.918525995,0.047477325,0,0,0,1,0,0,0,0,0,0,0
315789474,10394315789473,1,0,1,1,0,1,1,0,1,1,1,1,1270,0,0.02440945,0,0,0,0,0,1,0,0,0,0,0,0
5157894737,3593789473684.33,1.5,0.5,3,1.5,0.5,3,1.5,0.5,3,1.5,3,2,6485.3333,4427.4313,0.74794242,0.13152187,0,0,0,0,0,1,0,0,0,0,0
15394736842,5274473684210,1,0,2,1,0,2,1,0,2,1,2,2,3420,1378,0.588002,0.31601367,0,0,0,0,0,1,0,0,0,0,0
33834586.5,39879180451128.3,14,0,14,2,0,2,5,0,5,4,4,1,537347,0,0.44000605,0,0,0,0,0,1,0,0,0,0,0,0
2473684211,7371947368421,1,0,1,1,0,1,1,0,1,1,1,1,667,0,0.43478261,0,0,0,1,0,0,0,0,0,0,0,0
25510140028.9839,28843937251595.8,7.4068,9.4727,437,5.6441,6.1168,333,1.1186,0.4542,66,2.1356,126,59,14834.1007,23450.555,0.4714722368,0.2200851661,0,0,0,0,1,0,0,0,0,0,0
1105263158,9512210526316,1,0,1,1,0,1,1,0,1,1,1,1,3093,0,0.60847074,0,0,0,0,1,0,0,0,0,0,0,0
973684211,1909499999999.5,1,0,2,1,0,2,1,0,2,1,2,2,4961.5,1803.5,0.903965595,0.009412085,0,0,0,1,0,0,0,0,0,0,0
5774356103.0372,33124160134378.5,1.8614,1.6291,188,1.6139,1.2103,163,1.0099,0.099,102,1.8119,183,101,4623.1223,6936.1119,0.4675553766,0.240173382,0,0,0,1,0,0,0,0,0,0,0
947368421,5273431578947.6,1,0,5,1,0,5,1,0,5,1,5,5,9418.2,1272.9871,0.583697818,0.0629202847,0,0,0,0,1,0,0,0,0,0,0
21252631579,27766705263157.9,1.1538,0.5329,15,1.0769,0.2665,14,1,0,13,1.0769,14,13,3892,3724.3469,0.4427424015,0.2072773923,0,0,0,1,0,0,0,0,0,0,0
44052631578.8182,28603157894736.7,1,0,11,1,0,11,1,0,11,1,11,11,4498.4545,8951.2493,0.4165429455,0.342905731,1,0,0,0,0,0,0,0,0,0,0
6171571620.4733,63449993283673.5,4.1845,22.7036,431,2.4272,7.4815,250,1.534,2.7583,158,2.8544,294,103,294204.5267,263819.3412,0.354679846,0.2236414305,0,0,0,0,1,0,0,0,0,0,0
9873758689.1824,5710139275074.36,12.4706,42.5014,1272,6.0882,10.3962,621,1,0,102,4.7549,485,102,13521.5535,11554.2711,0.4671110969,0.1848044676,1,0,0,0,0,0,0,0,0,0,0
2947368421.3333,7365666666667,1,0,3,1,0,3,1,0,3,1,3,3,7566.3333,303.4692,0.4418104,0.3575888904,0,0,1,0,0,0,0,0,0,0,0
12983997155.0608,5551014935988.57,7.0476,7.0675,148,1.1429,0.3499,24,1,0,21,5.3333,112,21,615.1419,518.0679,0.4299497781,0.1863465288,0,0,0,0,0,1,0,0,0,0,1
5736842105,10966684210527,1,0,1,1,0,1,1,0,1,1,1,1,23884,0,0.63247362,0,0,0,0,0,0,0,0,1,0,0,0
15106858054.2273,6489257894736.72,7.3333,24.289,330,3.8222,10.3329,172,1.0444,0.2948,47,2.0444,92,45,101540.6182,103553.6549,0.5124532849,0.2586734815,1,0,0,0,0,0,0,0,0,0,0
48377708978.3529,5197749570003.5,3.06,2.8243,153,1,0,50,1.18,0.6226,59,1,50,50,5559.3922,9749.4543,0.5064932744,0.2015606629,0,0,0,0,0,0,1,0,0,0,0
22384683619.1798,27598903742526,2.8071,3.9562,713,2.0315,2.5884,516,1.2441,1.3499,316,2.0551,522,254,13586.8808,22403.1236,0.5160172689,0.2553251779,0,0,0,1,0,0,0,0,0,0,0
842105263,66312026315789.5,2,0,2,2,0,2,1,0,1,1,1,1,6834,0,0.48529412,0,0,0,0,0,0,0,0,1,0,0,0
1775641777.0379,5853642128707.15,40.8182,11.134,449,1,0,11,1,0,11,4.7273,52,11,9842.6347,11604.2071,0.4129517309,0.0882234266,0,0,0,0,1,0,0,0,0,0,0
52631579,158578947368,1,0,1,1,0,1,1,0,1,1,1,1,208926,0,0.97534534,0,0,0,0,0,0,1,0,0,0,0,0
2496240601.8571,8242676691729,1.1667,0.3727,7,1.1667,0.3727,7,1,0,6,1,6,6,67548.7143,89969.0017,0.4288157967,0.2074841059,0,0,0,1,0,0,0,0,0,0,0
447368421.1,3149178947368.5,2,1.0954,10,1.2,0.4,6,1,0,5,1.2,6,5,5578,1634.5454,0.735622496,0.2045309507,0,0,0,0,1,0,0,0,0,0,0
1473684211,5252736842105,1,0,1,1,0,1,1,0,1,1,1,1,367,0,0.32425068,0,0,0,0,0,0,0,0,1,0,0,0
17157894737,7466389473684,1,0,10,1,0,10,1,0,10,1,10,10,1118.7,896.847,0.416764435,0.1345169362,0,0,1,0,0,0,0,0,0,0,0
113330209084.343,3437949502133.91,2.3871,2.9477,74,2.2581,2.5649,70,1,0,31,2.2258,69,31,665.6081,710.7302,0.5575342855,0.2303883124,0,0,0,0,1,0,0,0,0,0,0
57397422126.7434,6039617238749,6.6346,16.7791,345,3.0577,5.7793,159,1,0,52,2.6346,137,52,725.5971,1138.4507,0.4384485388,0.229496004,0,0,0,1,0,0,0,0,0,0,1
18831578947.4,61267326315789.6,1.6667,0.9428,5,1.3333,0.4714,4,1,0,3,1,3,3,336727.8,246739.4953,0.16580432,0.1298066482,1,0,0,0,0,0,0,0,0,0,0
1132185301.9816,62133714528256.5,16.6923,53.7836,217,1,0,13,1,0,13,1,13,13,18534.1935,35400.9417,0.3214807323,0.3479836643,0,0,0,0,0,1,0,0,0,0,1
135880166518.023,32421051144811.2,2.4583,2.8477,177,1.4444,0.9112,104,1,0,72,2.1667,156,72,3063.1017,5942.839,0.494620156,0.2271887162,0,0,0,0,0,0,0,1,0,0,0
5398496240.4286,30773157894737,1,0,7,1,0,7,1,0,7,1,7,7,3702,2883.6312,0.5663389943,0.2069564944,0,0,0,1,0,0,0,0,0,0,0
924812030,5263217105263.13,1.6,0.8,8,1.2,0.4,6,1.2,0.4,6,1,5,5,14609.25,11256.1219,0.484844286,0.3063002973,0,0,0,0,0,1,0,0,0,0,0
70175438.6667,7762842105263,3,0,3,2,0,2,1,0,1,2,2,1,208926,0,0.41152051,0,0,0,0,1,0,0,0,0,0,0,0
7417080436.9434,35227025322740.8,3.0874,4.7991,318,2.466,3.6091,254,1.4951,1.4673,154,1.6796,173,103,45057.9969,121124.5057,0.5187597847,0.2481340207,0,0,0,1,0,0,0,0,0,0,0
1719298245.6667,73120403508772,1.5,0.5,3,1,0,2,1,0,2,1,2,2,19656,519.0164,0.19865074,0.0435541,0,0,0,0,1,0,0,0,0,0,0
1128654970.7778,6094563352826.33,1.8,2.2568,27,1.2667,0.6799,19,1,0,15,1.7333,26,15,14844.037,11017.2737,0.4887773833,0.2894243626,0,0,0,1,0,0,0,0,0,0,0
7307565789.4063,28426946271929.9,1.92,3.1167,96,1.44,1.2355,72,1.06,0.2375,53,1.32,66,50,30985.5,59624.9367,0.5569720838,0.2688111742,0,0,1,0,0,0,0,0,0,0,0
9334403080.8841,6386784338895.99,2.1026,2.9378,164,1.7308,1.6997,135,1.0128,0.1125,79,1.9487,152,78,10752.1463,10516.4469,0.4512957164,0.2710255685,0,0,0,1,0,0,0,0,0,0,0
37435827885.9741,6182399275204.35,8.9119,32.834,3137,5.2585,11.7792,1851,1.4261,1.8694,502,5.5085,1939,352,10188.0765,17406.9637,0.5152206126,0.2158381646,1,0,0,0,0,0,0,0,0,0,0
78947368.5,1162605263157.5,2,0,2,2,0,2,1,0,1,2,2,1,3016,0,0.67954244,0,1,0,0,0,0,0,0,0,0,0,0
5438596491.3333,3431964912281,1,0,3,1,0,3,1,0,3,1,3,3,883.6667,351.1888,0.7178564633,0.2771076369,0,0,0,1,0,0,0,0,0,0,0
3334928229.697,5917086124401.91,1.375,0.696,33,1.3333,0.6872,32,1,0,24,1.375,33,24,9489.0303,10008.757,0.5246246883,0.25884006,0,0,0,1,0,0,0,0,0,0,0
2000000000,38059815789474,1,0,2,1,0,2,1,0,2,1,2,2,9863.5,7710.5,0.489586875,0.416126085,0,0,0,1,0,0,0,0,0,0,0
